Array Design Name	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Provider	Hideo Iwasaki(hideo-iwasaki@waseda.jp)
Comment[ArrayExpressAccession]	A-GEOD-8012
Comment[SecondaryAccession]	GPL8012
Comment[Description]	Array Manufacturer: Affymetrix, Distribution: non-commercial, Technology: in situ oligonucleotide<br>Comment[7942_ID] = S. elongatus PCC 7942 gene ID  (cf. Complete Genomic Sequence GenBank Accession number NC_007604)<br>Comment[6301_ID] = S. elongatus PCC 6301 gene ID of sequence used to design oligonucleotide probe (cf. Complete Genomic Sequence GenBank Accession number NC_006576)<br>Comment[SYMBOL] = Gene symbol name<br>Comment[ORF] = LINK_PRE:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=gene&cmd=search&term= LINK_SUF:[gene name]<br>Comment[DESCRIPTION] = Gene description
Comment[SubmittedName]	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Comment[Organism]	Synechococcus elongatus PCC 7942 Synechococcus elongatus PCC 6301
Printing Protocol	Affymetrix prokaryotic array protocol (see Affymetrix website)
Surface Type	
Substrate Type	
Term Source Name

Reporter Name	Comment[7942_ID]	Comment[6301_ID]	Comment[SYMBOL]	Comment[ORF]	Comment[DESCRIPTION]
syc1554-m_at	Synpcc7942_2570	syc1540_d	tyrS	syc1540	tyrosyl tRNA synthetase
syc1555-m_at	Synpcc7942_2569	syc1541_d	pyrF	syc1541	orotidine 5' monophosphate decarboxylase
syc1556-m_at	Synpcc7942_2568	syc1542_d		syc1542	hypothetical protein
syc1557-h_at	Synpcc7942_2567	syc1543_c	thiL	syc1543	thiamine-monophosphate kinase
syc1558-h_at	Synpcc7942_2566	syc1544_c	ppiB	syc1544	peptidyl-prolyl cis-trans isomerase
syc1559-m_at	Synpcc7942_2565	syc1545_d	efp	syc1545	elongation factor P
syc1560-m_at	Synpcc7942_2564	syc1546_d	accB	syc1546	biotin carboxyl carrier protein of acetyl-CoA carboxylase
syc1561-h_at	Synpcc7942_2563	syc1547_c		syc1547	hypothetical protein
syc1562-h_at	Synpcc7942_2562	syc1548_c		syc1548	aluminum resistance protein homolog
syc1563-m_at	Synpcc7942_2561	syc1549_d	desC, des9	syc1549	acyl-CoA desaturase 1
syc1564-h_at	Synpcc7942_2560	syc1550_c		syc1550	hypothetical protein
syc1565-m_at	Synpcc7942_2559	syc1551_d	rpl9	syc1551	50S ribosomal protein L9
syc1566-h_at	Synpcc7942_2558	syc1552_c	nifS	syc1552	cysteine desulfurase NifS
syc1567-m_at	Synpcc7942_2557	syc1553_d	hoxU	syc1553	NAD-reducing hydrogenase HoxS gamma subunit
syc1568-m_at	Synpcc7942_2556	syc1554_d	hoxY	syc1554	NAD-reducing hydrogenase HoxS delta subunit
syc1569-m_at	Synpcc7942_2555	syc1555_d	hoxH	syc1555	NAD-reducing hydrogenase HoxS beta subunit
syc1570-m_at	Synpcc7942_2554	syc1556_d		syc1556	hypothetical protein
syc1571-m_at	Synpcc7942_2553	syc1557_d	hypA	syc1557	putative hydrogenase expression/formation protein HypA1
syc1572-m_at	Synpcc7942_2552	syc1558_d	hypB	syc1558	hydrogenase isoenzymes formation protein HypB
syc1573-m_at	Synpcc7942_2551	syc1559_d	hypF	syc1559	hydrogenase maturation protein HypF
syc1574-m_at		syc1560_d	hypC, hupC	syc1560	hydrogenase maturation protein HypC
syc1575-h_at	Synpcc7942_2550	syc1561_c		syc1561	
syc1576-h_at	Synpcc7942_2548	syc1562_c	leuD	syc1562	3-isopropylmalate dehydratase small subunit
syc1577-h_at	Synpcc7942_2547	syc1563_c		syc1563	
syc1578-h_at	Synpcc7942_2546	syc1564_c		syc1564	hypothetical protein
syc1579-h_at	Synpcc7942_2545	syc1565_c	aspC	syc1565	aspartate aminotransferase
syc1580-m_at	Synpcc7942_2544	syc1566_d		syc1566	hypothetical protein
syc1581-m_at	Synpcc7942_2543	syc1567_d		syc1567	DNA polymerase bacteriophage-type  Uracil DNA glycosylase superfamily
syc1582-m_at	Synpcc7942_2542	syc1568_d	petJ	syc1568	putative cytochrome C6-2
syc1583-h_at	Synpcc7942_2541	syc1569_c	rpl19	syc1569	50S ribosomal protein L19
syc1584-m_at	Synpcc7942_2540	syc1570_d		syc1570	blue-copper-protein-like protein
syc1585-m_at	Synpcc7942_2539	syc1571_d		syc1571	hypothetical protein  thioredoxin like
syc1586-m_at	Synpcc7942_2538	syc1572_d	clpP	syc1572	ATP-dependent Clp protease proteolytic subunit
syc1587-m_at	Synpcc7942_2537	syc1573_d	clpP	syc1573	ATP-dependent Clp protease proteolytic subunit
syc1588-m_at	Synpcc7942_2536	syc1574_d		syc1574	similar to DnaJ protein
syc1589-h_at	Synpcc7942_2535	syc1575_c		syc1575	hypothetical protein
syc1590-m_at	Synpcc7942_2534	syc1576_d		syc1576	hypothetical protein
syc1591-h_at	Synpcc7942_2533	syc1577_c		syc1577	hypothetical protein
syc1592-m_at	Synpcc7942_2532	syc1578_d		syc1578	hypothetical protein
syc1593-h_at	Synpcc7942_2531	syc1579_c	tsf	syc1579	elongation factor TS
syc1594-h_at	Synpcc7942_2530	syc1580_c	rps2	syc1580	30S ribosomal protein S2
syc1595-h_at	Synpcc7942_2528	syc1581_c		syc1581	hypothetical protein
syc1596-h_at	Synpcc7942_2527	syc1582_c		syc1582	similar to esterase
syc1597-h_at	Synpcc7942_2526	syc1583_c	clpX	syc1583	ATP-dependent protease ATPase subunit
syc1598-h_at	Synpcc7942_2525	syc1584_c	clpP	syc1584	ATP-dependent Clp protease proteolytic subunit
syc1599-h_at	Synpcc7942_2524	syc1585_c	tig	syc1585	trigger factor  FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)
syc1600-m_at	Synpcc7942_2521	syc1586_d	gpsA	syc1586	NAD+ dependent glycerol-3-phosphate dehydrogenase
syc1601-m_at	Synpcc7942_2520	syc1587_d		syc1587	hypothetical protein
syc1602-m_at	Synpcc7942_2519	syc1588_d		syc1588	hypothetical protein
syc1603-m_at	Synpcc7942_2518	syc1589_d	glgA	syc1589	glycogen synthase
syc1604-m_at	Synpcc7942_2517	syc1590_d		syc1590	hypothetical protein
syc1605-m_at	Synpcc7942_2515	syc1591_d		syc1591	hypothetical protein
syc1606-h_at	Synpcc7942_2514	syc1592_c	argF	syc1592	ornithine carbamoyltransferase
syc1607-h_at	Synpcc7942_2513	syc1593_c	btpA	syc1593	photosystem I biogenesis protein BtpA
syc1608-m_at	Synpcc7942_2512	syc1594_d		syc1594	hypothetical protein
syc1609-m_at	Synpcc7942_2511	syc1595_d		syc1595	hypothetical protein
syc1610-h_at	Synpcc7942_2510	syc1596_c	infA	syc1596	translation initiation factor 1 (IF-1)
syc1611-h_at	Synpcc7942_2509	syc1597_c		syc1597	hypothetical protein
syc1612-h_at	Synpcc7942_2508	syc1598_c	ndbB	syc1598	type 2 NADH dehydrogenase NdbB
syc1613-m_at	Synpcc7942_2507	syc1599_d		syc1599	
syc1614-m_at	Synpcc7942_2506	syc1600_d	cysH	syc1600	phosphoadenosine phosphosulfate reductase
syc1615-h_at	Synpcc7942_2505	syc1601_c		syc1601	O-methyltransferase
syc1616-m_at	Synpcc7942_2504	syc1602_d		syc1602	hypothetical protein
syc1617-m_at	Synpcc7942_2503	syc1603_d	por	syc1603	light-dependent NADPH-protochlorophyllide oxidoreductase
syc1618-m_at	Synpcc7942_2502	syc1604_d		syc1604	hypothetical protein
syc1619-h_at	Synpcc7942_2501	syc1605_c	aroF, aroG	syc1605	phospho-2-dehydro-3-deoxyheptonate aldolase  3-deoxy-D-arabinoheptulosonate-7-phosphate synthase
syc1620-m_at	Synpcc7942_2500	syc1606_d		syc1606	hypothetical protein
syc1621-m_at	Synpcc7942_2499	syc1607_d		syc1607	hypothetical protein
syc1622-m_at	Synpcc7942_2498	syc1608_d		syc1608	similar to flotillin
syc1623-m_at	Synpcc7942_2497	syc1609_d	ndk, ndkR	syc1609	nucleoside diphosphate kinase
syc1624-m_at	Synpcc7942_2496	syc1610_d	urtA	syc1610	branched-chain amino-acid ABC transport system periplasmic binding protein
syc1625-m_at	Synpcc7942_2495	syc1611_d	natD	syc1611	integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD
syc1626-m_at	Synpcc7942_2494	syc1612_d	livM	syc1612	branched-chain amino acid transport system permease protein
syc1627-m_at	Synpcc7942_2493	syc1613_d	natA	syc1613	conserved component of ABC transporter for natural amino acids
syc1628-m_at	Synpcc7942_2492	syc1614_d	livF, urtE	syc1614	branched-chain amino acid transport system ATP-binding protein
syc1629-h_at	Synpcc7942_2491	syc1615_c	gyrB	syc1615	DNA gyrase B subunit
syc1630-m_at	Synpcc7942_2490	syc1616_d	miaA, trpX	syc1616	tRNA delta-2-isopentenylpyrophosphate (IPP) transferase
syc1631-h_at	Synpcc7942_2489	syc1617_c		syc1617	hypothetical protein
syc1632-h_at	Synpcc7942_2488	syc1618_c		syc1618	
syc1633-h_at	Synpcc7942_2487	syc1619_c		syc1619	hypothetical protein
syc1634-m_at	Synpcc7942_2486	syc1620_d		syc1620	hypothetical protein
syc1635-m_at	Synpcc7942_2484	syc1621_d		syc1621	
syc1636-m_at	Synpcc7942_2483	syc1622_d		syc1622	hypothetical protein
syc1637-m_at	Synpcc7942_2481	syc1623_d		syc1623	
syc1638-m_at	Synpcc7942_2480	syc1624_d		syc1624	hypothetical protein
syc1639-m_at	Synpcc7942_2478	syc1626_d	psb28-2	syc1626	photosystem II Psb28-2 protein
syc1640-m_at	Synpcc7942_2477	syc1627_d	sulA	syc1627	cell division inhibitor SulA homolog
syc1641-h_at	Synpcc7942_2476	syc1628_c		syc1628	hypothetical protein
syc1642-h_at	Synpcc7942_2475	syc1629_c	argH	syc1629	L-argininosuccinate lyase
syc1643-h_at	Synpcc7942_2474	syc1630_c		syc1630	hypothetical protein
syc1644-h_at	Synpcc7942_2473	syc1631_c		syc1631	hypothetical protein
syc1645-h_at	Synpcc7942_2472	syc1632_c	ffh	syc1632	signal recognition particle protein
syc1646-h_at	Synpcc7942_2471	syc1633_c	nusB	syc1633	N utilization substance protein B  transcription antiterminator NusB
syc1647-h_at	Synpcc7942_2470	syc1634_c		syc1634	hypothetical protein
syc1648-h_at	Synpcc7942_2469	syc1635_c		syc1635	
syc1649-h_at	Synpcc7942_2468	syc1636_c	dnaK	syc1636	DnaK protein
syc1650-m_at	Synpcc7942_2467	syc1637_d	aroE	syc1637	shikimate 5-dehydrogenase
syc1651-h_at	Synpcc7942_2466	syc1638_c		syc1638	two-component system response regulator OmpR subfamily
syc1652-m_at	Synpcc7942_2465	syc1639_d		syc1639	hypothetical protein
syc1653-m_at	Synpcc7942_2464	syc1640_d		syc1640	hypothetical protein
syc1654-m_at	Synpcc7942_2463	syc1641_d	metX, metK	syc1641	S-adenosylmethionine synthetase
syc1655-m_at	Synpcc7942_2462	syc1642_d	xylB	syc1642	probable sugar kinase
syc1656-m_at	Synpcc7942_2461	syc1643_d		syc1643	hypothetical protein
syc1657-m_at	Synpcc7942_2460	syc1644_d		syc1644	hypothetical protein
syc1658-h_at	Synpcc7942_2459	syc1645_c		syc1645	
syc1659-h_at	Synpcc7942_2458	syc1646_c	comE	syc1646	competence protein ComE
syc1660-h_at	Synpcc7942_2457	syc1647_c	glyQ	syc1647	glycyl-tRNA synthetase alpha chain
syc1661-h_at	Synpcc7942_2456	syc1648_c		syc1648	hypothetical protein
syc1662-h_at	Synpcc7942_2455	syc1649_c		syc1649	hypothetical protein
syc1663-m_at	Synpcc7942_2454	syc1650_d	apt	syc1650	adenine phosphoribosyltransferase
syc1664-m_at	Synpcc7942_2454	syc1651_d		syc1651	oligopeptides ABC transporter permease protein
syc1665-m_at	Synpcc7942_2453	syc1652_d	pilM	syc1652	type IV pilus assembly protein PilM
syc1666-m_at	Synpcc7942_2452	syc1653_d		syc1653	hypotetical protein
syc1667-m_at	Synpcc7942_2452	syc1654_d	pilN	syc1654	C terminus of hypothetical protein slr1275 (pilN)
syc1668-m_at	Synpcc7942_2451	syc1655_d	pilO	syc1655	pilus assembly protein PilO
syc1669-m_at	Synpcc7942_2450	syc1656_d	pilQ, gspD	syc1656	bifunctional pilus assembly protein PilQ/type II secretion pathway protein D
syc1670-h_at	Synpcc7942_2449	syc1657_c		syc1657	antioxidant protein]  rehydrin
syc1671-h_at	Synpcc7942_2448	syc1658_c	hflX	syc1658	GTP-binding protein HflX
syc1672-h_at	Synpcc7942_2447	syc1659_c		syc1659	hypothetical protein
syc1673-m_at	Synpcc7942_2446	syc1660_d	map	syc1660	methionine aminopeptidase
syc1674-m_at	Synpcc7942_2445	syc1661_d	sphX	syc1661	periplasmic phosphate-binding protein of ABC transporter
syc1675-m_at	Synpcc7942_2444	syc1662_d	pstS	syc1662	periplasmic phosphate-binding protein of ABC transporter
syc1676-m_at	Synpcc7942_2443	syc1663_d	pstC, phoW	syc1663	ABC-type phosphate transport system permease protein
syc1677-m_at	Synpcc7942_2442	syc1664_d	pstA, phoT	syc1664	ABC-type phosphate transport system permease protein
syc1678-m_at	Synpcc7942_2441	syc1665_d	pstB, phoT	syc1665	ABC-type phosphate transport ATP-binding protein
syc1679-m_at	Synpcc7942_2440	syc1666_d	pnp	syc1666	polyribonucleotide nucleotidyltransferase
syc1680-h_at	Synpcc7942_2439	syc1667_c	crtR, bhy	syc1667	beta-carotene hydroxylase
syc1681-m_at	Synpcc7942_2438	syc1668_d		syc1668	
syc1682-m_at	Synpcc7942_2437	syc1669_d	ileS	syc1669	isoleucyl-tRNA synthetase
syc1683-m_at	Synpcc7942_2436	syc1670_d	msrA	syc1670	peptide methionine sulfoxide reductase
syc1684-h_at	Synpcc7942_2435	syc1671_c		syc1671	hypothetical protein
syc1685-h_at	Synpcc7942_2434	syc1672_c	ilvN	syc1672	acetolactate synthase small subunit
syc1686-h_at	Synpcc7942_2433	syc1673_c		syc1673	hypothetical protein
syc1687-h_at	Synpcc7942_2432	syc1674_c		syc1674	hypothetical protein
syc1688-m_at	Synpcc7942_2431	syc1675_d		syc1675	hypothetical protein
syc1689-m_at	Synpcc7942_2430	syc1676_d		syc1676	N2, N2-dimethylguanosine tRNA
syc1690-m_at	Synpcc7942_2429	syc1677_d	exbB2	syc1677	biopolymer transport ExbB like protein
syc1691-m_at	Synpcc7942_2428	syc1678_d		syc1678	biopolymer transport ExbD like protein
syc1692-h_at	Synpcc7942_2427	syc1679_c		syc1679	thiosulfate sulfurtransferase
syc1693-m_at	Synpcc7942_2426	syc1680_d	petM	syc1680	cytochrome b6-f complex subunit PetM
syc1694-m_at	Synpcc7942_2425	syc1681_d	ycf39	syc1681	chaperon-like protein for quinone binding in photosystem II
syc1695-m_at	Synpcc7942_2424	syc1682_d		syc1682	hypothetical protein
syc1696-m_at	Synpcc7942_2423	syc1683_d	gidA	syc1683	glucose inhibited division protein
syc1697-m_at	Synpcc7942_2422	syc1684_d		syc1684	
syc1698-m_at	Synpcc7942_2421	syc1685_d		syc1685	hypothetical protein
syc1699-h_at	Synpcc7942_2420	syc1686_c	cysE	syc1686	serine acetyltransferase
syc1700-h_at	Synpcc7942_2419	syc1687_c		syc1687	hypothetical protein
syc1701-m_at	Synpcc7942_2418	syc1688_d	lrrA	syc1688	transcriptional regulator  LysR family
syc1702-m_at	Synpcc7942_2417	syc1689_d		syc1689	multiple sugar transport system substrate-binding protein    bacterial extracellular solute-binding protein
syc1703-m_at	Synpcc7942_2416	syc1690_d	srrA	syc1690	two-component response regulator for energy transfer from phycobilisomes to photosystems  OmpR family
syc1704-m_at	Synpcc7942_2415	syc1691_d	lysS	syc1691	lysyl-tRNA synthetase
syc1705-m_at	Synpcc7942_2414	syc1692_d		syc1692	hypothetical protein, putative methlytransferase
syc1706-m_at	Synpcc7942_2412	syc1693_d	phb, hflC	syc1693	erthyrocyte band 7 integral membrane protein, protein 7.2B, stomatin
syc1707-h_at	Synpcc7942_2411	syc1694_c		syc1694	hypothetical protein
syc1708-h_at	Synpcc7942_2410	syc1695_c		syc1695	hypothetical protein
syc1709-m_at	Synpcc7942_2409	syc1696_d	purA	syc1696	adenylosuccinate synthetase
syc1710-m_at	Synpcc7942_2408	syc1697_d		syc1697	hypothetical protein
syc1711-h_at	Synpcc7942_2407	syc1698_c		syc1698	hypothetical protein
syc1712-h_at	Synpcc7942_2406	syc1699_c		syc1699	FAD dependent oxidoreductase
syc1713-m_at	Synpcc7942_2405	syc1700_d		syc1700	hypotetical protein
syc1714-h_at	Synpcc7942_2404	syc1701_c		syc1701	hypothetical protein
syc1715-h_at	Synpcc7942_2403	syc1702_c		syc1702	hypothetical protein
syc1716-h_at	Synpcc7942_2402	syc1703_c		syc1703	hypothetical protein
syc1717-m_at	Synpcc7942_2401	syc1704_d	hspA	syc1704	16.6 kDa small heat shock protein molecular chaperon
syc1718-m_at	Synpcc7942_2400	syc1705_d		syc1705	hypothetical protein
syc1719-m_at	Synpcc7942_2399	syc1706_d		syc1706	hypothetical protein
syc1720-m_at	Synpcc7942_2398	syc1707_d		syc1707	hypothetical protein
syc1721-m_at	Synpcc7942_2397	syc1708_d		syc1708	hypothetical protein
syc1722-m_at	Synpcc7942_2396	syc1709_d		syc1709	hypothetical protein
syc1723-m_at	Synpcc7942_2395	syc1710_d		syc1710	hypothetical protein
syc1724-m_at	Synpcc7942_2394	syc1711_d		syc1711	Na+/H+ antiporter
syc1725-h_at	Synpcc7942_2393	syc1712_c	gltX	syc1712	glutamyl-tRNA synthetase
syc1726-h_at	Synpcc7942_2392	syc1713_c		syc1713	
syc1727-h_at	Synpcc7942_2391	syc1714_c		syc1714	similar to oxidoreductase
syc1728-h_at	Synpcc7942_2390	syc1715_c		syc1715	hydantoinase / oxoprolinase
syc1729-m_at	Synpcc7942_2389	syc1716_d		syc1716	hypothetical protein
syc1731-m_at	Synpcc7942_2388	syc1717_d		syc1717	hypothetical protein
syc1732-m_at	Synpcc7942_2387	syc1718_d		syc1718	hypothetical protein
syc1733-h_at	Synpcc7942_2386	syc1719_c	hypD	syc1719	hydrogenase isoenzymes formation protein HypD
syc1734-h_at	Synpcc7942_2385	syc1720_c		syc1720	hypothetical protein
syc1735-h_at	Synpcc7942_2384	syc1721_c	nifJ	syc1721	pyruvate flavodoxin oxidoreductase
syc1736-h_at	Synpcc7942_2383	syc1722_c	ycf81	syc1722	hypothetical protein
syc1737-m_at	Synpcc7942_2382	syc1723_d	hemN	syc1723	oxygen independent coprophorphyrinogen III oxidase
syc1738-h_at	Synpcc7942_2381	syc1724_c	panB	syc1724	3-methyl-2-oxobutanoate hydroxymethyltransferase
syc1739-m_at	Synpcc7942_2380	syc1725_d		syc1725	hypothetical protein
syc1740-h_at	Synpcc7942_2379	syc1726_c	thiD	syc1726	phosphomethylpyrimidine kinase
syc1741-h_at	Synpcc7942_2378	syc1727_c	ftsZ	syc1727	cell division protein FtsZ
syc1742-h_at	Synpcc7942_2377	syc1728_c		syc1728	hypothetical protein
syc1743-h_at	Synpcc7942_2376	syc1729_c		syc1729	hypothetical protein
syc1744-h_at	Synpcc7942_2375	syc1730_c		syc1730	D-alanyl-D-alanine ligase
syc1745-h_at	Synpcc7942_2374	syc1731_c		syc1731	hypothetical protein
syc1746-m_at	Synpcc7942_2373	syc1732_d		syc1732	hypothetical protein
syc1747-m_at	Synpcc7942_2372	syc1733_d		syc1733	hypothetical protein
syc1748-m_at	Synpcc7942_2371	syc1734_d		syc1734	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine o-acyltransferase
syc1749-h_at	Synpcc7942_2369	syc1735_c	acrF	syc1735	RND multidrug efflux transporter  acriflavin resistance protein
syc1750-h_at	Synpcc7942_2368	syc1736_c		syc1736	hypothetical protein
syc1751-m_at	Synpcc7942_2367	syc1737_d		syc1737	
syc1752-h_at	Synpcc7942_2365	syc1738_c	prfC, tos	syc1738	peptide-chain-release factor 3
syc1753-m_at	Synpcc7942_2364	syc1739_d		syc1739	hypothetical protein
syc1754-m_at	Synpcc7942_2363	syc1740_d		syc1740	hypothetical protein
syc1755-h_at	Synpcc7942_2362	syc1741_c	sds	syc1741	solanesyl diphosphate synthase
syc1756-h_at	Synpcc7942_2361	syc1742_c	murI	syc1742	glutamate racemase
syc1757-h_at	Synpcc7942_2360	syc1743_c	amiA	syc1743	N-acetylmuramoyl-L-alanine amidase
syc1758-h_at	Synpcc7942_2359	syc1744_c		syc1744	Na+/H+ antiporter
syc1759-h_at	Synpcc7942_2358	syc1745_c		syc1745	nitrilase homolog
syc1760-m_at	Synpcc7942_2357	syc1746_d		syc1746	hypothetical protein
syc1761-m_at	Synpcc7942_2356	syc1747_d		syc1747	transcriptional regulator, CRP family protein, function not determined in Synechocystis
syc1762-m_at	Synpcc7942_2355	syc1748_d		syc1748	hypothetical protein
syc1763-m_at	Synpcc7942_2354	syc1749_d	ytfC	syc1749	FK506-binding protein  FKBP-type peptidyl-prolyl cis-trans isomerase, periplasmic protein
syc1764-h_at	Synpcc7942_2353	syc1750_c	lipB	syc1750	lipoate-protein ligase B
syc1765-m_at	Synpcc7942_2352	syc1751_d	lrtA	syc1751	light repressed protein A homolog
syc1766-h_at	Synpcc7942_2351	syc1752_c		syc1752	hypothetical protein
syc1767-m_at	Synpcc7942_2350	syc1753_d		syc1753	hypothetical protein
syc1768-h_at	Synpcc7942_2349	syc1754_c	pilT	syc1754	twitching mobility protein
syc1770-h_at	Synpcc7942_2348	syc1755_c	queA	syc1755	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
syc1771-m_at	Synpcc7942_2347	syc1756_d		syc1756	hypothetical protein
syc1772-h_at	Synpcc7942_2346	syc1757_c	hisB	syc1757	imidazoleglycerol-phosphate dehydratase
syc1773-m_at	Synpcc7942_2345	syc1758_d	ycf65	syc1758	hypothetical protein YCF65
syc1774-h_at	Synpcc7942_2344	syc1759_c		syc1759	
syc1775-m_at	Synpcc7942_2343	syc1760_d	psaI	syc1760	photosystem I PsaI protein
syc1776-m_at	Synpcc7942_2342	syc1761_d	psaL	syc1761	photosystem I reaction center subunit XI
syc1777-h_at	Synpcc7942_2341	syc1762_c		syc1762	hypothetical protein
syc1778-h_at	Synpcc7942_2340	syc1763_c		syc1763	GTP-binding protein engA
syc1779-h_at	Synpcc7942_2339	syc1764_c	rfaE	syc1764	ADP-heptose synthase
syc1780-h_at	Synpcc7942_2338	syc1765_c		syc1765	
syc1781-m_at	Synpcc7942_2337	syc1766_d		syc1766	hypothetical protein
syc1782-m_at	Synpcc7942_2335	syc1767_d	fbpII, fbp, fdp	syc1767	fructose-16-bisphosphatase
syc1783-m_at	Synpcc7942_2334	syc1768_d	zwf	syc1768	glucose-6-phosphate 1-dehydrogenase
syc1784-m_at	Synpcc7942_2333	syc1769_d	opcA	syc1769	putative OxPPCycle protein OpcA
syc1785-h_at	Synpcc7942_2332	syc1770_c	petD	syc1770	cytochrome b6-f complex subunit 4
syc1786-h_at	Synpcc7942_2331	syc1771_c	petB	syc1771	cytochrome b6
syc1787-m_at	Synpcc7942_2330	syc1772_d	ctpA	syc1772	carboxyl-terminal processing protease
syc1788-m_at	Synpcc7942_2329	syc1773_d		syc1773	hypothetical protein
syc1789-h_at	Synpcc7942_2328	syc1774_c		syc1774	hypothetical protein, serine/threonine kinase
syc1790-m_at	Synpcc7942_2327	syc1775_d		syc1775	hypothetical protein
syc1791-h_at	Synpcc7942_2326	syc1776_c		syc1776	hypothetical protein
syc1792-m_at	Synpcc7942_2325	syc1777_d		syc1777	hypothetical protein
syc1793-h_at	Synpcc7942_2324	syc1778_c	gshB	syc1778	glutathione synthetase
syc1794-h_at	Synpcc7942_2323	syc1779_c	grxC	syc1779	glutaredoxin
syc1795-h_at	Synpcc7942_2322	syc1780_c	gatC	syc1780	glutamyl-tRNA(Gln) amidotransferase subunit C
syc1796-h_at	Synpcc7942_2321	syc1781_c	ycf3	syc1781	photosystem I assembly related protein  TPR-repeat protein
syc1797-h_at	Synpcc7942_2320	syc1782_c		syc1782	hypothetical protein
syc1798-h_at	Synpcc7942_2319	syc1783_c		syc1783	hypothetical protein
syc1799-h_at	Synpcc7942_2318	syc1784_c		syc1784	hypothetical protein
syc1800-m_at	Synpcc7942_2317	syc1785_d	ctaA	syc1785	copper-transporting P-type ATPase CtaA
syc1801-h_at	Synpcc7942_2316	syc1786_c	atpE	syc1786	ATP synthase epsilon subunit
syc1802-h_at	Synpcc7942_2315	syc1787_c	atpB	syc1787	ATP synthase beta chain of F1
syc1803-m_at	Synpcc7942_2314	syc1788_d	groES	syc1788	GroES protein, 10 kD chaperonin of Synechococcus PCC7942
syc1804-m_at	Synpcc7942_2313	syc1789_d	groEL-2	syc1789	groEL protein, 60kD chaperonin 2 of Synechococcus PCC7942
syc1805-h_at	Synpcc7942_2312	syc1790_c	murG	syc1790	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl -undecaprenol N-acetylglucosamine transferase
syc1806-m_at	Synpcc7942_2311	syc1791_d		syc1791	hypothetical protein
syc1807-m_at	Synpcc7942_2310	syc1792_d		syc1792	hypothetical protein, L-2-diaminobutyrate decarboxylase
syc1808-m_at	Synpcc7942_2309	syc1793_d	tpx	syc1793	thioredoxin peroxidase
syc1809-h_at	Synpcc7942_2308	syc1794_c	gcvT	syc1794	aminomethyltransferase
syc1810-h_at	Synpcc7942_2307	syc1795_c		syc1795	
syc1811-h_at	Synpcc7942_2305	syc1796_c	nblR	syc1796	two-component response regulator OmpR subfamily
syc1812-h_at	Synpcc7942_2304	syc1797_c		syc1797	hypothetical protein
syc1813-h_at	Synpcc7942_2303	syc1798_c	folP	syc1798	dihydropteroate pyrophosphorylase
syc1814-m_at	Synpcc7942_2302	syc1799_d		syc1799	hypothetical protein
syc1815-h_at	Synpcc7942_2300	syc1800_c		syc1800	hypothetical protein
syc1816-h_at	Synpcc7942_2299	syc1801_c	rps15	syc1801	30S ribosomal protein S15
syc1817-h_at	Synpcc7942_2298	syc1802_c	ruvA	syc1802	holliday junction DNA helicase RuvA
syc1818-m_at	Synpcc7942_2297	syc1803_d	tal	syc1803	transaldolase
syc1819-m_at	Synpcc7942_2296	syc1804_d	glnA	syc1804	glutamate--ammonia ligase
syc1820-h_at	Synpcc7942_2295	syc1805_c		syc1805	
syc1821-h_at	Synpcc7942_2294	syc1806_c		syc1806	hypothetical protein
syc1822-h_at	Synpcc7942_2293	syc1807_c		syc1807	
syc1823-h_at	Synpcc7942_2292	syc1808_c		syc1808	
syc1824-m_at	Synpcc7942_2291	syc1809_d		syc1809	hypothetical protein
syc1825-m_at	Synpcc7942_2290	syc1810_d		syc1810	hypothetical protein
syc1826-m_at	Synpcc7942_2289	syc1811_d	ccmA, kdsA	syc1811	probable carboxysome formation protein CcmA  2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)
syc1827-m_at	Synpcc7942_2288	syc1812_d		syc1812	hypothetical protein
syc1828-m_at	Synpcc7942_2287	syc1813_d		syc1813	
syc1829-m_at	Synpcc7942_2286	syc1814_d		syc1814	
syc1830-m_at	Synpcc7942_2285	syc1815_d	gldA	syc1815	glycerol dehydrogenase
syc1831-m_at	Synpcc7942_2284	syc1816_d	todF	syc1816	2-hydroxy-6-oxohepta-24-dienoate hydrolase
syc1832-h_at	Synpcc7942_2283	syc1817_c		syc1817	hypothetical protein
syc1833-m_at	Synpcc7942_2282	syc1818_d		syc1818	two-component sensor histidine kinase
syc1834-h_at	Synpcc7942_2281	syc1819_c		syc1819	hypothetical protein
syc1835-m_at	Synpcc7942_2280	syc1820_d		syc1820	hypothetical protein
